"Mineral Name","RRUFF Chemistry (plain)","Database ID","Country of Type Locality"
"Lyonsite","Cu2+3Fe3+4(V5+O4)6","2914","El Salvador"
"Macaulayite","Fe3+24Si4O43(OH)2","2915","United Kingdom"
"Macdonaldite","BaCa4Si16O36(OH)2·10H2O","2916","USA"
"Macedonite","Pb2+Ti4+O3","2917","North Macedonia"
"Macfallite","Ca2Mn3+3(SiO4)(Si2O7)(OH)3","2918","USA"
"Machatschkiite","Ca6(As5+O4)(As5+O3OH)3PO4·15H2O","2919","Germany"
"Machiite","Al2Ti4+3O9","6596","Australia (meteorite)"
"Mackayite","Fe3+Te4+2O5(OH)","2920","USA"
"Mackinawite","(Fe,Ni)1-1.07S","2921","USA"
"Macphersonite","Pb2+4(S6+O4)(CO3)2(OH)2","2922","United Kingdom"
"Macquartite","Cu2+2Pb2+7(Cr6+O4)4(SiO4)2(OH)2","2923","USA"
"Madeiraite","Na2Ca2Fe2+2Zr4+2(Si2O7)2O2F2","7184","Portugal"
"Madocite","Pb2+19(Sb3+,As3+)16S2-43","2924","Canada"
"Magadiite","Na2Si14O29·11H2O","2925","Kenya"
"Magbasite","KBaFe3+Mg7Si8O22(OH)2F6","2926","China"
"Magganasite","Cu2+Fe3+3O(As5+O4)3","7215","Russia"
"Maghagendorfite","Na2MgFe2+Fe3+(PO4)3","2927","USA"
"Maghemite","(Fe3+0.67[box]0.33)Fe3+2O4","2928","South Africa"
"Maghrebite","MgAl2(As5+O4)2(OH)2·8H2O","5539","Morocco"
"Magnanelliite","K3Fe3+2(S6+O4)4(OH)(H2O)2","6895","Italy"
"Magnéliite","Ti3+2Ti4+2O7","7214","Israel"
"Magnesioalterite","Mg2Fe3+4(SO4)4(C2O4)2(OH)4·17H2O","7055","USA"
"Magnesio-arfvedsonite","NaNa2(Mg4Fe3+)Si8O22(OH)2","2929","Myanmar"
"Magnesioaubertite","MgAl(S6+O4)2Cl·14H2O","2931","Italy"
"Magnesiobeltrandoite-2<i>N</i>3<i>S</i>","(Mg6Al2)(Al18Fe3+2)O38(OH)2","6601","Italy"
"Magnesiobermanite","MgMn3+2(PO4)2(OH)2·4H2O","6846","Australia"
"Magnesiocanutite","Na[box]Mn2+Mg2[As5+O4]2[As5+O2(OH)2]","6584","Chile"
"Magnesiocarpholite","MgAl2Si2O6(OH)4","2932","France"
"Magnesiochloritoid","MgAl2O(SiO4)(OH)2","2933","Switzerland / Italy"
"Magnesiochlorophoenicite","Mg3Zn2+2As5+O4(OH,O)6","2962","USA"
"Magnesiochromite","MgCr3+2O4","2934","Germany"
"Magnesiocopiapite","MgFe3+4(S6+O4)6(OH)2·20H2O","2937","USA"
"Magnesiocoulsonite","MgV3+2O4","2938","Russia"
"Magnesiodumortierite","MgAl6BSi3O17(OH)","2940","Italy"
"Magnesio-ferri-fluoro-hornblende","[box]Ca2(Mg4Fe3+)(Si7Al)O22F2","6389","Italy"
"Magnesio-ferri-hornblende","Ca2(Mg4Fe3+)[(Si7Al)O22](OH)2","7204","China"
"Magnesioferrite","MgFe3+2O4","2943","Italy"
"Magnesiofluckite","CaMg(As5+O3OH)2(H2O)2","6728","Chile"
"Magnesio-fluoro-arfvedsonite","NaNa2(Mg4Fe3+)Si8O22F2","1961","Russia"
"Magnesio-fluoro-hastingsite","NaCa2(Mg4Fe3+)(Si6Al2)O22F2","5453","Romania"
"Magnesio-foitite","[box](Mg2Al)Al6(Si6O18)(BO3)3(OH)3OH","2944","Japan"
"Magnesio-hastingsite","NaCa2(Mg4Fe3+)Si6Al2O22(OH)2","2945","Canada"
"Magnesiohatertite","NaNaCa(MgFe3+)(As5+O4)3","6604","Russia"
"Magnesiohögbomite-2<i>N</i>2S","(Al,Mg,Fe2+,Fe3+,Ti4+)22(O,OH)32","2946","Sweden"
"Magnesiohögbomite-2<i>N</i>3S","(Mg,Fe2+,Zn2+,Ti4+)4(Al,Fe3+)10O19(OH)","2947","Tanzania"
"Magnesiohögbomite-2<i>N</i>4S","Mg10Al22Ti4+2O46(OH)2","5927","Antarctica"
"Magnesiohögbomite-6<i>N</i>12<i>S</i>","Mg5Al11Ti4+O23(OH)","7039","Canada"
"Magnesiohögbomite-6<i>N</i>6S","(Mg,Al,Fe2+,Fe3+)3(Al,Ti4+)8O15(OH)","2948","Tanzania"
"Magnesio-hornblende","[box]Ca2(Mg4Al)(Si7Al)O22(OH)2","2950","Namibia"
"Magnesiohulsite","Mg2Fe3+O2(BO3)","2951","China"
"Magnesiokoritnigite","Mg(As5+O3OH)·H2O","6213","Chile"
"Magnesioleydetite","Mg(U6+O2)(S6+O4)2·11H2O","6689","USA"
"Magnesio-lucchesiite","CaMg3Al6(Si6O18)(BO3)3(OH)3O","6913","Canada"
"Magnesioneptunite","KNa2LiMg2Ti4+2Si8O24","5738","Russia"
"Magnesionigerite-2<i>N</i>1S","(Mg,Al,Zn2+)2(Al,Sn4+)6O11(OH)","2953","China"
"Magnesionigerite-6<i>N</i>6S","(Mg,Al,Zn2+)3(Al,Sn4+,Fe3+,Fe2+)8O15(OH)","2954","China"
"Magnesiopascoite","Ca2MgV5+10O28·16H2O","5627","USA"
"Magnesio-riebeckite","[box]Na2(Mg3Fe3+2)Si8O22(OH)2","2955","Japan"
"Magnesiorowlandite-(Y)","Y3+4(Mg,Fe2+)(Si2O7)2F2","6069","Japan"
"Magnesiostaurolite","Mg(Mg,Li)3(Al,Mg)18Si8O44(OH)4","2957","Italy"
"Magnesiotaaffeite-2<i>N</i>'2S","Mg3BeAl8O16","2958","Sri Lanka"
"Magnesiotaaffeite-6<i>N</i>'3S","Mg2BeAl6O12","2959","Australia"
"Magnesiovesuvianite","Ca19Mg(Al11Mg)Si18O69(OH)9","6504","North Macedonia"
"Magnesiovoltaite","K2Mg5Fe3+3Al(S6+O4)12·18H2O","6494","Chile"
"Magnesiozippeite","Mg(U6+O2)2(S6+O4)O2·3.5H2O","2963","USA"
"Magnesite","MgCO3","2961","Italy"
"Magnetite","Fe2+Fe3+2O4","2965","?"
"Magnetoplumbite","Pb2+Fe3+12O19","2966","Sweden"
"Magnioursilite","Mg4(U6+O2)4(Si2O5)5(OH)6·20H2O","5409","Tajikistan"
"Magnolite","Hg1+2Te4+O3","2968","USA"
"Magnussonite","Mn2+5As3+3O9(OH,Cl)","2969","Sweden"
"Mahnertite","(Na,Ca,K)Cu2+3(As5+O4)2Cl·5H2O","2970","France"
"Maikainite","Cu1+10Fe2+3Mo4+Ge4+3S2-16","5055","Kazakhstan"
"Majakite","PdNiAs","2971","Russia"
"Majindeite","Mg2Mo4+3O8","6135","Mexico (meteorite)"
"Majorite","Mg3(MgSi)(SiO4)3","2972","Australia"
"Majzlanite","K2Na(Zn2+Na)Ca(S6+O4)4","6759","Russia"
"Makarochkinite","Ca4[Fe2+8Fe3+2Ti4+2]O4[Si8Be2Al2O36]","5348","Russia"
"Makatite","Na2Si4O8(OH)2·4H2O","2973","Kenya"
"Mäkinenite","NiSe","2974","Finland"
"Makotoite","Ag12(Cu3Au)S8","7087","China"
"Makovickyite","Cu1.12Ag0.81Pb2+0.27Bi3+5.35S2-9","2975","Austria / Romania"
"Malachite","Cu2+2CO3(OH)2","2976","unknown"
"Malanite","Cu1+(Ir3+Pt4+)S2-4","2977","China"
"Malayaite","CaSn4+O(SiO4)","2978","Malaysia"
"Maldonite","Au2Bi","2979","Australia"
"Maleevite","BaB2Si2O8","5196","Tajikistan"
"Maletoyvayamite","Au3Se4Te6","6909","Russia"
"Malhmoodite","Fe2+Zr4+(PO4)2·4H2O","5054","USA"
"Malinkoite","NaBSiO4","2981","Russia"
"Malladrite","Na2SiF6","2982","Italy"
"Mallardite","Mn 2+S6+O4·7H2O","2983","USA"
"Mallestigite","Pb2+3Sb5+(S6+O4)(As5+O4)(OH)6·3H2O","2984","Austria"
"Malyshevite","Cu1+Pd2+Bi3+S2-3","5561","Russia"
"Mambertiite","Bi3+Mo5+2.80O8(OH)","6254","Italy"
"Mammothite","Pb2+6Cu2+4AlSb5+O2(S6+O4)2Cl4(OH)16","2985","USA"
"Manaevite-(Ce)","Ca11(Ce,H2O,Ca)8Mg(Al,Fe)4(Mg,Ti4+,Fe3+)8[Si2O7]4[(SiO4)8(H4O4)2](OH)9","6784","Russia"
"Manaksite","KNaMn2+Si4O10","2986","Russia"
"Manandonite","Li2Al4(Si2AlB)O10(OH)8","2987","Madagascar"
"Mandarinoite","Fe3+2(Se4+O3)3·6H2O","2989","Bolivia"
"Maneckiite","(Na[box])Ca2Fe2+2(Fe3+Mg)Mn2+2(PO4)6·2H2O","6456","Poland"
"Manganarsite","Mn2+3As3+2O4(OH)4","2991","Sweden"
"Manganbabingtonite","Ca2Mn2+Fe3+Si5O14(OH)","2993","Russia"
"Manganbelyankinite","(Mn2+,Ca)(Ti4+,Nb5+)5O12·9H2O","2994","Russia"
"Manganberzeliite","NaCa2Mn2+2(As5+O4)3","2995","Sweden"
"Manganflurlite","Zn2+Mn2+3Fe3+(PO4)3(OH)2(H2O)7·2H2O","6707","Germany"
"Mangangordonite","Mn2+Al2(PO4)2(OH)2·8H2O","2998","USA"
"Manganhumite","Mn2+7(SiO4)3(OH)2","2999","Sweden"
"Manganiakasakaite-(La)","CaLa3+Mn3+AlMn2+(Si2O7)(SiO4)O(OH)","6667","Italy"
"Manganiandrosite-(Ce)","Mn2+Ce3+AlMn3+Mn2+(Si2O7)(SiO4)O(OH)","5202","Italy"
"Manganiandrosite-(La)","Mn2+La3+AlMn3+Mn2+(Si2O7)(SiO4)O(OH)","887","Greece"
"Manganiceladonite","KMgMn3+Si4O10(OH)2","6452","Italy"
"Mangani-dellaventuraite","NaNa2(MgMn3+2LiTi4+)Si8O22O2","5259","India"
"Manganilvaite","CaFe2+Fe3+Mn2+(Si2O7)O(OH)","5193","Bulgaria"
"Mangani-obertiite","NaNa2(Mg3Mn3+Ti4+)Si8O22O2","3400","Germany"
"Mangani-pargasite","NaCa2(Mg4Mn3+)(Si6Al2)O22(OH)2","6874","Sweden"
"Manganite","Mn3+O(OH)","3000","Germany"
"Manganlotharmeyerite","CaMn3+2(As5+O4)2(OH)2","3001","Switzerland"
"Manganoarrojadite-(KNa)","KNa5Mn2+Fe2+13Al(PO4)11(PO3OH)(OH)2","7021","USA"
"Manganobadalovite","NaNaMn2+(MgFe3+)(As5+O4)3","7047","Russia"
"Manganoblödite","Na2Mn2+(S6+O4)2·4H2O","6086","USA"
"Manganochromite","Mn2+Cr3+2O4","3002","Australia"
"Manganoeudialyte","Na14Ca6Mn2+3Zr4+3[Si26O72(OH)2](H2O,Cl,O,OH)6","5766","Brazil"
"Mangano-ferri-eckermannite","NaNa2(Mn2+4Fe3+)Si8O22(OH)2","2710","Japan"
"Manganohörnesite","Mn2+3(As5+O4)2·8H2O","2996","Sweden"
"Manganokaskasite","(Mo,Nb)S2·(Mn2+1-xAlx)(OH)2+x","6187","Russia"
"Manganokhomyakovite","Na12Ca6Sr3Mn2+3W5+Zr4+3(Si25O73)(O,OH,H2O)3(Cl,OH)2","3006","Canada"
"Manganokukisvumite","Na6Mn2+Ti4+4Si8O28·4H2O","3007","Canada"
"Manganolangbeinite","K2Mn2+2(S6+O4)3","3008","Italy"
"Mangano-mangani-ungarettiite","NaNa2(Mn2+2Mn3+3)Si8O22O2","4521","Australia"
"Manganonaujakasite","Na6Mn2+Al4Si8O26","3009","Russia"
"Manganoneptunite","KNa2LiMn2+2Ti4+2Si8O24","2990","Russia"
"Manganonordite-(Ce)","Na3SrCeMn2+Si6O17","3010","Russia"
"Manganoquadratite","Ag1+Mn2+As3+S2-3","5938","Peru"
"Manganosegelerite","Mn2+2Fe3+(PO4)2(OH)·4H2O","3011","Russia"
"Manganosite","Mn2+O","3012","Sweden"
"Manganostibite","Mn2+7Sb5+As5+O12","3013","Sweden"
"Manganotychite","Na6Mn2+2(CO3)4(S6+O4)","3016","Russia"
"Manganvesuvianite","Ca19Mn3+Al10Mg2(SiO4)10(Si2O7)4O(OH)9","3018","South Africa"
"Mangazeite","Al2S6+O4(OH)4·3H2O","5413","Russia"
"Manitobaite","Na16Mn2+25Al8(PO4)30","5724","Canada"
"Manjiroite","Na(Mn4+7Mn3+)O16","5056","Japan"
"Mannardite","Ba(Ti4+6V3+2)O16","3019","Canada"
"Mansfieldite","AlAs5+O4·2H2O","3020","USA"
"Mantienneite","KMg2Al2Ti4+(PO4)4(OH)3·15H2O","3021","Cameroon"
"Maohokite","MgFe3+2O4","6690","China"
"Maoniupingite-(Ce)","(Ce3+,Ca)4(Fe3+,Ti4+,Fe2+,[box])(Ti4+,Fe3+,Fe2+,Nb5+)4Si4O22","5231","China"
"Mapimite","Zn2+2Fe3+3(As5+O4)3(OH)4·10H2O","3022","Mexico"
"Mapiquiroite","(Sr,Pb2+)(U4+,Y3+)Fe3+2(Ti4+,Fe3+)18O38","6173","Italy"
"Marathonite","Pd25Ge9","6606","Canada"
"Marcasite","FeS2","3023","unknown"
"Marchettiite","C5H7N5O3","6700","Italy"
"Marcobaldiite","Pb2+12(Sb3+3As3+2Bi3+)S2-21","6508","Italy"
"Marécottite","Mg3O6(U6+O2)8(S6+O4)4(OH)2·28H2O","3024","Switzerland"
"Margaritasite","Cs1+2(U6+O2)2(V5+O4)2·H2O","3025","Mexico"
"Margarite","CaAl2(Si2Al2)O10(OH)2","3026","Austria"
"Margarosanite","Ca2Pb2+Si3O9","3027","USA"
"Mariakrite","[Ca4Al2(OH)12(H2O)4][Fe3+2S2-4]","7200","Israel"
"Marialite","Na4Al3Si9O24Cl","3028","Italy"
"Marićite","NaFe2+PO4","3029","Canada"
"Maricopaite","Ca2Pb2+7(Si36Al12)O99·n(H2O,OH)","3030","USA"
"Mariinskite","Cr3+2BeO4","6001","Russia"
"Marinaite","Cu2+2Fe3+O2(BO3)","6549","Russia"
"Marinellite","Na42Ca6Al36Si36O144(S6+O4)8Cl2·6H2O","5057","Italy"
"Markascherite","Cu2+3Mo6+O4(OH)4","5843","USA"
"Markcooperite","Pb2+2(U6+O2)Te6+O6","5774","USA"
"Markeyite","Ca9(U6+O2)4(CO3)13·28H2O","6616","USA"
"Markhininite","Tl1+Bi3+(S6+O4)2","6101","Russia"
"Marklite","Cu2+5(CO3)2(OH)6·6H2O","6498","Germany"
"Marokite","CaMn3+2O4","3031","Morocco"
"Marrite","Ag1+Pb2+As3+S2-3","3032","Switzerland"
"Marrucciite","Hg2+3Pb2+16Sb3+18S2-46","5554","Italy"
"Marshite","Cu1+I1-","3033","Australia"
"Marsturite","NaCaMn2+3Si5O14(OH)","3034","USA"
"Marthozite","Cu2+(U6+O2)3(Se4+O3)2O2·8H2O","3035","Democratic Republic of the Congo"
"Martinandresite","Ba2(Al4Si12O32)·10H2O","6675","Switzerland"
"Martinite","(Na,[box],Ca)12Ca4(Si,S6+,B)14B2O38(OH,Cl)2F2·4H2O","3036","Canada"
"Martyite","Zn2+3V5+2O7(OH)2·2H2O","5628","USA"
"Marumoite","Pb2+8As3+10S2-23","3037","Switzerland"
"Maruyamaite","K(MgAl2)(Al5Mg)(BO3)3(Si6O18)(OH)3O","6283","Kazakhstan"
"Mascagnite","(N3-H4)2S6+O4","3038","Italy"
"Maslovite","PtBiTe","3039","Russia"
"Massicot","Pb2+O","3040","Germany"
"Masutomilite","KLiAlMn2+(Si3Al)O10(F,OH)2","3041","Japan"
"Masuyite","Pb2+(U6+O2)3O3(OH)2·3H2O","3042","Democratic Republic of the Congo"
"Mathesiusite","K5(U6+O2)4(S6+O4)4(V5+O5)·4H2O","6210","Czech Republic"
"Mathewrogersite","Pb2+7Fe2+Al3GeSi12O36(OH,H2O)6","3043","Namibia"
"Mathiasite","(K,Ba,Sr)(Zr4+,Fe3+)(Mg,Fe3+)2(Ti4+,Cr3+,Fe3+)18O38","3044","South Africa"
"Matildite","Ag1+Bi3+S2-2","3045","Peru"
"Matioliite","NaMgAl5(PO4)4(OH)6·2H2O","5346","Brazil"
"Matlockite","Pb2+ClF","3046","United Kingdom"
"Matsubaraite","Sr4Ti4+5O8(Si2O7)2","3048","Japan"
"Mattagamite","CoTe2","3049","Canada"
"Matteuccite","NaHS6+O4·H2O","3050","Italy"
"Mattheddleite","Pb2+5(SiO4)1.5(S6+O4)1.5Cl","3051","United Kingdom"
"Matthiasweilite","Pb2+Te4+O3","7176","USA"
"Matulaite","Fe3+Al7(PO4)4(PO3OH)2(OH)8(H2O)8·8H2O","3052","USA"
"Matyhite","Ca9(Ca0.5[box]0.5)Fe2+(PO4)7","6522","Argentina"
"Maucherite","Ni11As8","3053","Germany"
"Mauriziodiniite","(N3-H4)(As3+2O3)2I","6924","Chile"
"Mavlyanovite","Mn2+3Mn3+2Si4-3","5685","Uzbekistan"
"Mawbyite","Pb2+Fe3+2(As5+O4)2(OH)2","3054","Australia"
"Mawsonite","Cu1+6Fe3+2Sn4+S2-8","3055","Australia"
"Maxwellite","NaFe3+As5+O4F","3056","USA"
"Mayingite","IrBiTe","3058","China"
"Mazzettiite","Ag1+3Hg2+Pb2+Sb3+Te2-5","5266","USA"
"Mazzite-Mg","Mg5(Si26Al10)O72·30H2O","5415","France"
"Mazzite-Na","Na8(Si28Al8)O72·30H2O","5297","USA"
"Mbobomkulite","(Ni2+,Cu2+)Al4(N5+O3,S6+O4)2(OH)12·3H2O","3060","South Africa"
"Mcallisterite","Mg2[B6O7(OH)6]2·9H2O","3061","USA"
"Mcalpineite","Cu2+3Te6+O6","3062","USA"
"Mcauslanite","Fe2+3Al2(PO4)3(PO3OH)F·18H2O","3063","Canada"
"Mcbirneyite","Cu2+3(V5+O4)2","3064","El Salvador"
"Mcconnellite","Cu1+Cr3+O2","3065","Guyana"
"Mccrillisite","NaCs(Be,Li)Zr4+2(PO4)4·1-2H2O","3066","USA"
"Mcgillite","Mn2+8Si6O15(OH)8Cl2","3067","Canada"
"Mcgovernite","Zn2+3(Mn2+,Mg,Fe3+,Al)42(As3+O3)2(As5+O4)4[(Si,As5+)O4]8(OH)42","3068","USA"
"Mcguinnessite","Cu2+MgCO3(OH)2","3069","USA"
"Mckelveyite-(Y)","NaBa3CaY(CO3)6·3H2O","3070","USA"
"Mckinstryite","Ag5Cu3S4","3071","Canada"
"Mcnearite","NaCa5(As5+O4)(As5+O3OH)4·4H2O","3072","France"
"Medaite","Mn2+6V5+Si5O18(OH)","3073","Italy"
"Medenbachite","Bi3+2Fe3+Cu2+(As5+O4)2O(OH)3","3074","Germany"
"Medvedevite","KMn2+V5+2O6Cl·2H2O","7190","Russia"
"Meerschautite","(Ag1+,Cu1+)5.5Pb2+42.4(Sb3+,As3+)45.1S2-112O0.8","6222","Italy"
"Megacyclite","KNa8Si9O18(OH)9·19H2O","3075","Russia"
"Megakalsilite","KAlSiO4","3076","Russia"
"Megawite","CaSn4+O3","5819","Russia"
"Meieranite","Na2Sr3MgSi6O17","6384","South Africa"
"Meierite","Ba44Si66Al30O192Cl25(OH)33","6359","Canada"
"Meifuite","KFe2+6(Si7Al)O19(OH)4Cl2","6987","China"
"Meionite","Ca4Al6Si6O24(CO3)","3077","Italy"
"Meisserite","Na5(U6+O2)(S6+O4)3(S6+O3OH)·H2O","6204","USA"
"Meitnerite","(N3-H4)(U6+O2)(S6+O4)(OH)·2H2O","6699","USA"
"Meixnerite","Mg6Al2(OH)18·4H2O","3078","Austria"
"Mejillonesite","NaMg2(PO3OH)(PO4)(OH)4·H2O","5907","Chile"
"Melanarsite","K3Cu2+7Fe3+O4(As5+O4)4","6344","Russia"
"Melanocerite-(Ce)","Ce5(SiO4,BO4)3(OH,O)","4945","Norway"
"Melanophlogite","C2H17O5·Si46O92","3079","Italy"
"Melanostibite","Mn2+(Sb5+,Fe3+)O3","3081","Sweden"
"Melanotekite","Pb2+2Fe3+2O2Si2O7","3082","Sweden"
"Melanothallite","Cu2+2OCl2","3083","Italy"
"Melanovanadite","CaV4+2V5+2O10·5H2O","3084","Peru"
"Melansonite","Na[box]KZr4+Si8O19·5H2O","6940","Canada"
"Melanterite","Fe2+S6+O4·7H2O","3085","unknown"
"Melcherite","Ba2Na2Mg[Nb5+6O19]·6H2O","6401","Brazil"
"Meliphanite","Ca4(Na,Ca)4Be4AlSi7O24(F,O)4","3087","Norway"
"Melkovite","CaFe3+2Mo6+5O10(PO4)2(OH)12·8H2O","3088","Kazakhstan"
"Melliniite","(Ni,Fe)4P","5298","Morocco (meteorite)"
"Mellite","Al2C6(COO)6·16H2O","3089","Germany"
"Mellizinkalite","K3Zn2+2Cl7","6303","Russia"
"Melonite","NiTe2","3090","USA"
"Mélonjosephite","CaFe2+Fe3+(PO4)2(OH)","3091","Morocco"
"Menchettiite","Pb2+5Mn2+3Ag1+2Sb3+6As3+4S2-24","5939","Peru"
"Mendeleevite-(Ce)","Cs1+6(Ce3+,Ca)30(Si70O175)(OH,F,H2O)35","5824","Tajikistan"
"Mendeleevite-(Nd)","Cs1+6(Nd3+,Ca)30(Si70O175)(OH,F,H2O)35","6434","Tajikistan"
"Mendigite","Mn2+5CaSi6O18","6300","Germany"
"Mendipite","Pb2+3O2Cl2","3092","United Kingdom"
"Mendozavilite-KCa","[K2(H2O)15Ca(H2O)6][Mo6+8P2Fe3+3O34(OH)3]","6031","Chile"
"Mendozavilite-NaCu","[Na2(H2O)15Cu2+(H2O)6][Mo6+8P2Fe3+3O34(OH)3]","5966","Chile"
"Mendozavilite-NaFe","[Na2(H2O)15Fe3+(H2O)6][Mo6+8P2Fe3+3O35(OH)2]","3093","Mexico"
"Mendozite","NaAl(S6+O4)2·11H2O","3094","Argentina"
"Meneghinite","Pb2+13Cu1+Sb3+7S2-24","3095","Italy"
"Menezesite","Ba3MgZr4+4Nb5+12O42·12H2O","5316","Brazil"
"Mengeite","Ba(Mg,Mn2+)Mn3+4(PO4)4(OH)4·4H2O","6777","Australia"
"Mengxianminite","Ca2Sn4+2Mg3Al8[(BO3)(BeO4)O6]2","5418","China"
"Meniaylovite","Ca4AlSi(S6+O4)F13·12H2O","5514","Russia"
"Menshikovite","Pd3Ni2As3","3096","Russia"
"Menzerite-(Y)","CaY3+2Mg2Si3O12","5779","Canada"
"Mercallite","KHS6+O4","3097","Italy"
"Mercury","Hg","3098","unknown"
"Mereheadite","Pb2+47O24(OH)13Cl25(BO3)2(CO3)","3099","United Kingdom"
"Mereiterite","K2Fe2+(S6+O4)2·4H2O","3100","Greece"
"Merelaniite","Pb2+4Mo4+4V3+Sb3+S2-15","6570","Tanzania"
"Merenskyite","PdTe2","3101","South Africa"
"Meridianiite","MgS6+O4·11H2O","5571","Canada"
"Merlinoite","K5Ca2(Si23Al9)O64·24H2O","3102","Italy"
"Merrihueite","(K,Na)2(Fe2+,Mg)5Si12O30","3103","Romania"
"Merrillite","Ca9NaMg(PO4)7","5059","Italy (meteorite) / India (meteorite) / Poland (meteorite) / USA (meteorite)"
"Mertieite-I","Pd5+x(Sb,As)2-x (x = 0.1-0.2)","3104","USA"
"Mertieite-II","Pd8Sb2.5As0.5","3105","USA"
"Merwinite","Ca3Mg(SiO4)2","3106","USA"
"Mesaite","CaMn2+5(V5+2O7)3·12H2O","6470","USA"
"Mesolite","Na2Ca2(Si9Al6)O30·8H2O","3107","Iceland ?"
"Messelite","Ca2Fe2+(PO4)2·2H2O","3108","Germany"
"Meta-aluminite","Al2S6+O4(OH)4·5H2O","3109","USA"
"Meta-alunogen","Al2(S6+O4)3·14H2O","3110","Chile"
"Meta-ankoleite","K(U6+O2)(PO4)·3H2O","3111","Uganda"
"Meta-autunite","Ca(U6+O2)2(PO4)2·6H2O","3112","USA"
"Metaborite","HBO2","3116","Kazakhstan"
"Metacalciouranoite","(Ca,Na,Ba)U6+2O7·2H2O","3117","Russia"
"Metacinnabar","Hg2+S2-","3118","USA"
"Metadelrioite","SrCa(V5+O3)2(OH)2","3119","USA"
"Metahaiweeite","Ca(U6+O2)2Si6O15·nH2O","3120","USA"
"Metaheinrichite","Ba(U6+O2)2(As5+O4)2·8H2O","3121","USA / Germany"
"Metahewettite","CaV5+6O16·3H2O","3122","USA"
"Metahohmannite","Fe3+2O(S6+O4)2·4H2O","3123","Chile"
"Metakahlerite","Fe2+(U6+O2)2(As5+O4)2·8H2O","3124","Germany"
"Metakirchheimerite","Co2+(U6+O2)2(As5+O4)2·8H2O","3125","Germany"
"Metaköttigite","(Zn2+,Fe3+)3(As5+O4)2·8(H2O,OH)","3126","Mexico"
"Metalodèvite","Zn2+(U6+O2)2(As5+O4)2·10H2O","3127","France"
"Metamunirite","NaV5+O3","3128","USA"
"Metanatroautunite","Na(U6+O2)(PO4)·3H2O","5060","Tajikistan"
"Metanováčekite","Mg(U6+O2)2(As5+O4)2·4-8H2O","3129","Germany"
"Metarauchite","Ni2+(U6+O2)2(As5+O4)2·8H2O","5710","Czech Republic"
"Metarossite","CaV5+2O6·2H2O","3130","USA"
"Metasaléeite","Mg(U6+O2)2(PO4)2·8H2O","5423","Democratic Republic of the Congo"
"Metaschoderite","AlPO4·3H2O","3131","USA"
"Metaschoepite","(U6+O2)8O2(OH)12·10H2O","3132","Democratic Republic of the Congo"
"Metasideronatrite","Na2Fe3+(S6+O4)2(OH)·H2O","3133","Chile"
"Metastibnite","Sb3+2S2-3","3134","USA"
"Metastudtite","(U6+O2)(O2)2-(H2O)2","3135","Democratic Republic of the Congo"
"Metaswitzerite","Mn2+3(PO4)2·4H2O","3136","USA"
"Metatamboite","Fe3+3(OH)(H2O)2(S6+O4)(Te4+O3)3(Te4+O(OH)2)(H2O)","6587","Chile"
"Metathénardite","Na2S6+O4","6502","Russia"
"Metatorbernite","Cu2+(U6+O2)2(PO4)2·8H2O","3137","United Kingdom"
"Metatyuyamunite","Ca(U6+O2)2(V5+O4)2·3H2O","3138","USA"
"Metauramphite","(N3-H4)2(U6+O2)2(PO4)2·6H2O","5506","Russia"
"Metauranocircite-I","Ba(U6+O2)2(PO4)2·8H2O","3113","Germany"
"Metauranopilite","(U6+O2)6S6+O4(OH)10·5H2O","3114","Czech Republic"
"Metauranospinite","Ca(U6+O2)2(As5+O4)2·8H2O","3115","Germany"
"Metauroxite","(U6+O2)2((C2)6+O4)(OH)2(H2O)2","6916","USA"
"Metavandendriesscheite","Pb2+U6+7O22·nH2O","3139","Democratic Republic of the Congo"
"Metavanmeersscheite","U6+(U6+O2)3(PO4)2(OH)6·2H2O","3140","Democratic Republic of the Congo"
"Metavanuralite","Al(U6+O2)2(V5+O4)2(OH)·8H2O","3141","Gabon"
"Metavariscite","AlPO4·2H2O","3142","USA"
"Metavauxite","Fe2+Al2(PO4)2(OH)2·8H2O","3143","Bolivia"
"Metavivianite","Fe2+Fe3+2(PO4)2(OH)2·6H2O","3144","USA"
"Metavoltine","K2Na6Fe2+Fe3+6O2(S6+O4)12·18H2O","3145","Iran"
"Metazellerite","Ca(U6+O2)(CO3)2·3H2O","3146","USA"
"Metazeunerite","Cu2+(U6+O2)2(As5+O4)2·8H2O","3147","Germany"
"Meurigite-K","[K(H2O)2.5][Fe3+8(PO4)6(OH)7]·4H2O","3149","USA"
"Meurigite-Na","[Na(H2O)2.5][Fe3+8(PO4)6(OH)7]·4H2O","5626","USA"
"Meyerhofferite","CaB3O3(OH)5·H2O","3150","USA"
"Meymacite","W6+O3·2H2O","3151","France"
"Meyrowitzite","Ca(U6+O2)(CO3)2·5H2O","6780","USA"
"Mgriite","Cu3AsSe3","3152","Germany"
"Mianningite","([box],Pb2+,Ce3+,Na)(U4+,Mn2+,U6+)Fe3+2(Ti4+,Fe3+)18O38","6370","China"
"Miargyrite","Ag1+Sb3+S2-2","3153","Germany"
"Miassite","Rh17S15","3154","Russia"
"Michalskiite","Cu2+Mg3Fe3+3.33(V5+O4)6","6950","Germany"
